lr-AdamW,step,train_loss_ft0,train_loss_ft1,train_loss_ft2,train_loss_ft3,train_loss_ft4,train_loss_ft5,train_loss_ft6,train_loss_ft7,train_loss_ft8,train_loss_ft9,train_loss_ft10,train_loss_ft11,train_loss,epoch,val_loss_ft0,val_loss_ft1,val_loss_ft2,val_loss_ft3,val_loss_ft4,val_loss_ft5,val_loss_ft6,val_loss_ft7,val_loss_ft8,val_loss_ft9,val_loss_ft10,val_loss_ft11,val_loss
,499,0.006107683759182692,0.06899601221084595,0.0038758490700274706,0.003702291753143072,0.004663143306970596,0.0035780631005764008,0.0030622873455286026,0.025461407378315926,0.050558142364025116,0.0391172431409359,0.008921959437429905,0.004388012923300266,0.018536008894443512,4,,,,,,,,,,,,,
,549,0.006375587545335293,0.07184482365846634,0.003803975647315383,0.003314040834084153,0.003797957208007574,0.0029323752969503403,0.0027420572005212307,0.024447953328490257,0.04886232316493988,0.038873881101608276,0.008758964017033577,0.0044330027885735035,0.01834891177713871,4,,,,,,,,,,,,,
,579,,,,,,,,,,,,,,4,0.006323039997369051,0.07831502705812454,0.003914846107363701,0.004796596709638834,0.0024443184956908226,0.0037100273184478283,0.0037318943068385124,0.023370495066046715,0.05647875368595123,0.042976345866918564,0.009466884657740593,0.0043453024700284,0.019989460706710815
0.0004975,580,,,,,,,,,,,,,,,,,,,,,,,,,,,
,599,0.006509631406515837,0.06890278309583664,0.003815715666860342,0.003514402313157916,0.00415315106511116,0.003170295152813196,0.002998490585014224,0.025135032832622528,0.04960974305868149,0.03881509602069855,0.009169435128569603,0.004467235878109932,0.01835508458316326,5,,,,,,,,,,,,,
,649,0.006332355085760355,0.06811593472957611,0.0037273396737873554,0.0033474406227469444,0.0038906363770365715,0.0031693778000772,0.0027849420439451933,0.024886569008231163,0.04896384850144386,0.03712332248687744,0.00883678812533617,0.004307230934500694,0.01795714907348156,5,,,,,,,,,,,,,
,695,,,,,,,,,,,,,,5,0.006921352818608284,0.08411195129156113,0.004449923988431692,0.004682314582169056,0.002609080635011196,0.003963286988437176,0.004064932931214571,0.023810163140296936,0.05951127037405968,0.04386444762349129,0.01061355322599411,0.004550136625766754,0.021096035838127136
0.000497,696,,,,,,,,,,,,,,,,,,,,,,,,,,,
,699,0.005983952432870865,0.06905212998390198,0.003698451444506645,0.0033747164998203516,0.0038556759245693684,0.0029695825651288033,0.002851534867659211,0.025380300357937813,0.048819832503795624,0.03933798894286156,0.009068459272384644,0.0045234342105686665,0.018243005499243736,6,,,,,,,,,,,,,
,749,0.006011366378515959,0.06906366348266602,0.003479085862636566,0.0032705815974622965,0.003782226238399744,0.002921452047303319,0.002821263624355197,0.02487708255648613,0.04872747138142586,0.037393465638160706,0.008694153279066086,0.004163330886512995,0.017933763563632965,6,,,,,,,,,,,,,
,799,0.0056925443932414055,0.06713345646858215,0.00359380804002285,0.0034158839844167233,0.003828720422461629,0.003124650800600648,0.002920496044680476,0.024453040212392807,0.05039010941982269,0.03736371546983719,0.008756132796406746,0.004591206554323435,0.01793864741921425,6,,,,,,,,,,,,,
,811,,,,,,,,,,,,,,6,0.005441480781883001,0.08011206984519958,0.003733091289177537,0.0036464333534240723,0.002402686979621649,0.003074876731261611,0.003007470862939954,0.02180301770567894,0.05144159868359566,0.038672465831041336,0.009184570051729679,0.004127922467887402,0.018887309357523918
0.0004965,812,,,,,,,,,,,,,,,,,,,,,,,,,,,
,849,0.006010410841554403,0.06944910436868668,0.0034255371429026127,0.003331882879137993,0.003614242421463132,0.0026735085994005203,0.0025803500320762396,0.024727704003453255,0.048431240022182465,0.03781552612781525,0.008693062700331211,0.003980228211730719,0.017894400283694267,7,,,,,,,,,,,,,
,899,0.005523624364286661,0.06536699831485748,0.003398272441700101,0.00332052493467927,0.003821917809545994,0.0028073275461792946,0.0026750725228339434,0.023777909576892853,0.0491325668990612,0.03863692283630371,0.00896198395639658,0.004074843134731054,0.017624830827116966,7,,,,,,,,,,,,,
,927,,,,,,,,,,,,,,7,0.004149508662521839,0.07557409256696701,0.002343132859095931,0.0023505331482738256,0.001637380919419229,0.0018508712528273463,0.0017111956840381026,0.020669277757406235,0.05284324288368225,0.03719993680715561,0.007369052153080702,0.0027617067098617554,0.017538325861096382
0.000496,928,,,,,,,,,,,,,,,,,,,,,,,,,,,
,949,0.005414842162281275,0.06451956927776337,0.0033017415553331375,0.0030810812022536993,0.0035691233351826668,0.0026852244045585394,0.0025535912718623877,0.023178299888968468,0.04953775182366371,0.038383837789297104,0.008419555611908436,0.004078302998095751,0.017393575981259346,8,,,,,,,,,,,,,
,999,0.005642293021082878,0.06588423252105713,0.003310474334284663,0.0031881036702543497,0.0036025941371917725,0.002779125003144145,0.002786802127957344,0.0241830013692379,0.049828026443719864,0.0382869616150856,0.008306005038321018,0.004090152680873871,0.017657315358519554,8,,,,,,,,,,,,,
,1043,,,,,,,,,,,,,,8,0.005047313868999481,0.0788455680012703,0.003161177970468998,0.003156103426590562,0.0026841529179364443,0.0025674542412161827,0.0025377939455211163,0.021442649886012077,0.05214148014783859,0.03889467567205429,0.008414406329393387,0.0031631370075047016,0.018504658713936806
0.0004955,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1049,0.00619256217032671,0.06934281438589096,0.0036916460376232862,0.003730599768459797,0.0040238588117063046,0.0031955873128026724,0.003136205254122615,0.02463572472333908,0.04993182420730591,0.038148362189531326,0.008869566954672337,0.00437514903023839,0.018272824585437775,9,,,,,,,,,,,,,
,1099,0.005390118807554245,0.0671575665473938,0.0032180179841816425,0.003336027730256319,0.0035668862983584404,0.002688608830794692,0.0025548329576849937,0.02424515224993229,0.04852687940001488,0.03886188566684723,0.00843349751085043,0.0038713477551937103,0.017654234543442726,9,,,,,,,,,,,,,
,1149,0.006008576136082411,0.066621795296669,0.003076240886002779,0.0033043078146874905,0.0034184888936579227,0.0025042647030204535,0.002471936633810401,0.023482680320739746,0.04863714799284935,0.03776605799794197,0.007983537390828133,0.003682014299556613,0.01741308718919754,9,,,,,,,,,,,,,
,1159,,,,,,,,,,,,,,9,0.005703218746930361,0.08157369494438171,0.003944615833461285,0.004091788083314896,0.002700462704524398,0.0038598638493567705,0.003546572057530284,0.024599554017186165,0.054818276315927505,0.0415608175098896,0.00945640541613102,0.004246152471750975,0.020008452236652374
0.000495,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1199,0.005289234686642885,0.06616169959306717,0.003084795782342553,0.003131941193714738,0.003352387808263302,0.0025519756600260735,0.0024020832497626543,0.0239759162068367,0.04837075620889664,0.03742693364620209,0.00801937747746706,0.003961953334510326,0.01731075346469879,10,,,,,,,,,,,,,
,1249,0.005979557055979967,0.06412385404109955,0.003015173366293311,0.00287738349288702,0.0033504904713481665,0.0025274064391851425,0.002528751501813531,0.023332856595516205,0.049621134996414185,0.03778469190001488,0.00829866249114275,0.003730117343366146,0.017264174297451973,10,,,,,,,,,,,,,
,1275,,,,,,,,,,,,,,10,0.006114988587796688,0.08495521545410156,0.004162406548857689,0.0044706761837005615,0.002723853336647153,0.0037535459268838167,0.0037634954787790775,0.024560963734984398,0.05305515602231026,0.04026087000966072,0.009775802493095398,0.004895233549177647,0.020207684487104416
0.0004945,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1299,0.005403102375566959,0.06575992703437805,0.0035438418854027987,0.003225145395845175,0.0034422059543430805,0.0027895851526409388,0.0026352149434387684,0.024675505235791206,0.04915500432252884,0.03847472742199898,0.00830390490591526,0.003994217608124018,0.017616866156458855,11,,,,,,,,,,,,,
,1349,0.005696793552488089,0.064875528216362,0.003635084256529808,0.003404800547286868,0.00466235913336277,0.0029905892442911863,0.0027833764906972647,0.0244293250143528,0.05044049397110939,0.03691481053829193,0.010023912414908409,0.004650716669857502,0.01787564903497696,11,,,,,,,,,,,,,
,1391,,,,,,,,,,,,,,11,0.005905650556087494,0.08016954362392426,0.004091188311576843,0.004119835793972015,0.002664406318217516,0.0034204917028546333,0.0033611946273595095,0.021712327376008034,0.051413413137197495,0.038692355155944824,0.0095598129555583,0.004342434462159872,0.01912105455994606
0.000494,1392,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1399,0.005113230086863041,0.06372992694377899,0.0028732875362038612,0.0027971183881163597,0.003130190772935748,0.002405603649094701,0.002210231265053153,0.02289259247481823,0.047437578439712524,0.03743188455700874,0.008360571227967739,0.0038310647942125797,0.01685110665857792,12,,,,,,,,,,,,,
,1449,0.00565838348120451,0.06402774155139923,0.0033358396030962467,0.0033472715876996517,0.003690150333568454,0.0028365158941596746,0.002663776744157076,0.02334233559668064,0.04681963101029396,0.037421680986881256,0.008922431617975235,0.004057460930198431,0.017176935449242592,12,,,,,,,,,,,,,
,1499,0.004783167038112879,0.06441384553909302,0.0027705710381269455,0.0026568318717181683,0.0032024970278143883,0.002257715677842498,0.002335343277081847,0.024402519688010216,0.04667571559548378,0.03630524501204491,0.00749939726665616,0.003536345437169075,0.016736598685383797,12,,,,,,,,,,,,,
,1507,,,,,,,,,,,,,,12,0.005665814969688654,0.07671696692705154,0.0032032732851803303,0.0033901964779943228,0.002113573020324111,0.0026812138967216015,0.0025212662294507027,0.021190740168094635,0.05233863368630409,0.037095267325639725,0.008464641869068146,0.0036332893650978804,0.018251240253448486
0.0004935,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1549,0.0052242763340473175,0.0646759420633316,0.002924910746514797,0.002776514971628785,0.003102400340139866,0.002424235688522458,0.0023015623446553946,0.022077912464737892,0.04710937291383743,0.037150558084249496,0.007905199192464352,0.004869403783231974,0.0168785247951746,13,,,,,,,,,,,,,
,1599,0.005869241431355476,0.06710828840732574,0.0038351600524038076,0.003112775506451726,0.003977473359555006,0.002742316108196974,0.0030138837173581123,0.02518758364021778,0.04875899478793144,0.03893984854221344,0.008743402548134327,0.00394323468208313,0.017936015501618385,13,,,,,,,,,,,,,
,1623,,,,,,,,,,,,,,13,0.005770668387413025,0.08454003185033798,0.004438973963260651,0.004376226104795933,0.002823976567015052,0.003721154760569334,0.00365326926112175,0.027094323188066483,0.05747852474451065,0.04345044121146202,0.009905282407999039,0.00471371877938509,0.020997215062379837
0.0004930000000000001,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1649,0.0049599953927099705,0.06254159659147263,0.0027872370555996895,0.0027088518254458904,0.0029965192079544067,0.002224699826911092,0.002237196546047926,0.022355055436491966,0.047572456300258636,0.036325693130493164,0.007870038039982319,0.0034599960781633854,0.01650327630341053,14,,,,,,,,,,,,,
,1699,0.0052749221213161945,0.06507030129432678,0.00293027819134295,0.002810846548527479,0.003161767730489373,0.0023645819164812565,0.0023049775045365095,0.02283181995153427,0.0475032776594162,0.037445779889822006,0.00794620905071497,0.004142324440181255,0.01698225736618042,14,,,,,,,,,,,,,
,1739,,,,,,,,,,,,,,14,0.004913876298815012,0.08378609269857407,0.002779108937829733,0.0028320818673819304,0.0020605179015547037,0.002364370273426175,0.002279417123645544,0.020847905427217484,0.04968387633562088,0.03631862625479698,0.007745690178126097,0.0029250106308609247,0.018211381509900093
0.0004925,1740,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1749,0.0049754418432712555,0.0665978267788887,0.0027878331020474434,0.0027153294067829847,0.0031765257008373737,0.003380361245945096,0.002312574302777648,0.024050496518611908,0.047574546188116074,0.03778182342648506,0.007994920015335083,0.003358407411724329,0.01722550578415394,15,,,,,,,,,,,,,
,1799,0.004739533178508282,0.059992432594299316,0.0029246602207422256,0.0026998650282621384,0.004205476958304644,0.0021626842208206654,0.002116129035130143,0.022238845005631447,0.047101013362407684,0.03662819415330887,0.007942866533994675,0.003399395849555731,0.016345925629138947,15,,,,,,,,,,,,,
,1849,0.004892788361757994,0.06342644989490509,0.0029697518330067396,0.0028416237328201532,0.0030756776686757803,0.0023190947249531746,0.0023844954557716846,0.02240055426955223,0.04780898243188858,0.036979638040065765,0.00789591483771801,0.0035733357071876526,0.016714027151465416,15,,,,,,,,,,,,,
,1855,,,,,,,,,,,,,,15,0.00375703745521605,0.07350131869316101,0.00230576959438622,0.002146524377167225,0.0016759081045165658,0.0016530627617612481,0.001687300275079906,0.02024933509528637,0.04788456857204437,0.03532727062702179,0.007344350218772888,0.0026772620622068644,0.016684142872691154
0.000492,1856,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1899,0.0048610493540763855,0.06048061326146126,0.0025392090901732445,0.0025122081860899925,0.002800124464556575,0.0020780989434570074,0.0020262147299945354,0.021068470552563667,0.04716838151216507,0.035199329257011414,0.007299839053303003,0.0033551789820194244,0.015949061140418053,16,,,,,,,,,,,,,
,1949,0.005067845340818167,0.06236135959625244,0.0026609846390783787,0.002681130776181817,0.003011231543496251,0.002228526631370187,0.0020781694911420345,0.023298153653740883,0.046223532408475876,0.03653918579220772,0.00765769649296999,0.003191949101164937,0.016416646540164948,16,,,,,,,,,,,,,
,1971,,,,,,,,,,,,,,16,0.006755788344889879,0.08078182488679886,0.004801573697477579,0.005029475782066584,0.003949995618313551,0.0043709794990718365,0.004230479244142771,0.027849407866597176,0.05889960005879402,0.04467630758881569,0.010889830067753792,0.005110445898026228,0.02144547738134861
0.0004915,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1999,0.004718839190900326,0.06319107860326767,0.0027351020835340023,0.0027595453429967165,0.002945530926808715,0.0022185512352734804,0.00220862147398293,0.021732816472649574,0.04654775187373161,0.0358133465051651,0.007750445045530796,0.0037037755828350782,0.01636045053601265,17,,,,,,,,,,,,,
,2049,0.004706033505499363,0.06342417001724243,0.0026396838948130608,0.002605210989713669,0.0029464727267622948,0.0022122981026768684,0.0021713594906032085,0.02264435961842537,0.04635286703705788,0.03556156903505325,0.007265759631991386,0.0036976607516407967,0.01635228656232357,17,,,,,,,,,,,,,
,2087,,,,,,,,,,,,,,17,0.007858124561607838,0.08943803608417511,0.0057159229181706905,0.005964483134448528,0.004679610952734947,0.005244156811386347,0.005172673147171736,0.025349615141749382,0.05712110176682472,0.04228051379323006,0.010279785841703415,0.006225098855793476,0.02211076207458973
0.000491,2088,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2099,0.004804625175893307,0.06121082976460457,0.002703867619857192,0.002639057580381632,0.0028072886634618044,0.0021713520400226116,0.0021639629267156124,0.02274729683995247,0.046297259628772736,0.035876307636499405,0.007666890509426594,0.003616703674197197,0.016225455328822136,18,,,,,,,,,,,,,
,2149,0.005071056541055441,0.06556030362844467,0.0025184915866702795,0.0029085171408951283,0.0028942797798663378,0.0022160334046930075,0.001999608241021633,0.02391568198800087,0.04615677520632744,0.03802540898323059,0.007913187146186829,0.003304829588159919,0.016873681917786598,18,,,,,,,,,,,,,
,2199,0.0055761924013495445,0.06113303825259209,0.002719619544222951,0.0026329902466386557,0.0029424470849335194,0.002283514244481921,0.0022233612835407257,0.022162865847349167,0.0473763644695282,0.03565077483654022,0.007741332985460758,0.003750487929210067,0.016349416226148605,18,,,,,,,,,,,,,
,2203,,,,,,,,,,,,,,18,0.003765570465475321,0.07272238284349442,0.0017841745866462588,0.001817277749069035,0.0017382982186973095,0.001513838768005371,0.001369008794426918,0.020481698215007782,0.048110801726579666,0.0346950925886631,0.007050415500998497,0.002224875148385763,0.01643945276737213
0.0004905,2204,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2249,0.0052018193528056145,0.0643099695444107,0.0031432921532541513,0.002880115993320942,0.0037044654600322247,0.0024036874528974295,0.0024154067505151033,0.022941187024116516,0.046886008232831955,0.03558586910367012,0.007960203103721142,0.0036658747121691704,0.016758158802986145,19,,,,,,,,,,,,,
,2299,0.0044313035905361176,0.06336402893066406,0.0024673673324286938,0.002496447181329131,0.0025653985794633627,0.00200571957975626,0.0019158966606482863,0.021639198064804077,0.04543353244662285,0.03581635281443596,0.007598232943564653,0.003057079389691353,0.01606587879359722,19,,,,,,,,,,,,,
,2319,,,,,,,,,,,,,,19,0.005793973803520203,0.07317017763853073,0.0037812036462128162,0.0034860740415751934,0.0031238996889442205,0.00295913009904325,0.002883260603994131,0.019948218017816544,0.046116843819618225,0.034888043999671936,0.008099503815174103,0.0038395121227949858,0.017340820282697678
0.00049,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2349,0.004466644953936338,0.06025455892086029,0.002513560000807047,0.002677374053746462,0.0042311870492994785,0.0020289572421461344,0.0026349748950451612,0.021675346419215202,0.04629231616854668,0.035563644021749496,0.007188254967331886,0.0035026350524276495,0.01608578860759735,20,,,,,,,,,,,,,
,2399,0.004575517028570175,0.05891259014606476,0.0023145268205553293,0.0023230169899761677,0.0025656677316874266,0.001945262891240418,0.0019204850541427732,0.021422872319817543,0.044911064207553864,0.03639570251107216,0.007427864242345095,0.003074098378419876,0.015649056062102318,20,,,,,,,,,,,,,
,2435,,,,,,,,,,,,,,20,0.006009543780237436,0.07871650159358978,0.004704882390797138,0.003942451905459166,0.0035610126797109842,0.003379763336852193,0.0033371488098055124,0.02300146594643593,0.05362419784069061,0.03862008452415466,0.008748807944357395,0.004345205146819353,0.019332589581608772
0.0004895,2436,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2449,0.00444291066378355,0.05751653388142586,0.002472137100994587,0.0022918216418474913,0.0024268096312880516,0.0018771942704916,0.00193042925093323,0.020326722413301468,0.045403920114040375,0.03396549075841904,0.007077159360051155,0.002815533196553588,0.015212222933769226,21,,,,,,,,,,,,,
,2499,0.0045934864319860935,0.060296233743429184,0.0024316434282809496,0.002412296598777175,0.0025727241300046444,0.0021972826216369867,0.0019860791508108377,0.022142834961414337,0.04666893929243088,0.036612410098314285,0.007599669508635998,0.00342936092056334,0.016078580170869827,21,,,,,,,,,,,,,
,2549,0.004866078030318022,0.06253423541784286,0.002402657177299261,0.0023733708076179028,0.00258423900231719,0.0020647402852773666,0.0018680405337363482,0.021861184388399124,0.044793132692575455,0.03613477200269699,0.00737344054505229,0.0031213057227432728,0.015998100861907005,21,,,,,,,,,,,,,
,2551,,,,,,,,,,,,,,21,0.005168307572603226,0.08152911067008972,0.0034663695842027664,0.0033684808295220137,0.0032029689755290747,0.0028304047882556915,0.0027092278469353914,0.021646352484822273,0.052604950964450836,0.03893635421991348,0.008414885960519314,0.003769924398511648,0.018970612436532974
0.000489,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2599,0.0047336965799331665,0.05977822467684746,0.0024463445879518986,0.0024812319315969944,0.0025905738584697247,0.0020118828397244215,0.0019792774692177773,0.02080013044178486,0.04520499333739281,0.036583226174116135,0.0071097067557275295,0.0034981502685695887,0.01576812006533146,22,,,,,,,,,,,,,
,2649,0.00411597266793251,0.0584963858127594,0.0022514185402542353,0.0022795163094997406,0.0026480872184038162,0.002038336591795087,0.0017903796397149563,0.02105272188782692,0.04490969702601433,0.034644715487957,0.007232206407934427,0.002991722198203206,0.015370930545032024,22,,,,,,,,,,,,,
,2667,,,,,,,,,,,,,,22,0.004128178581595421,0.0709870234131813,0.0025073462165892124,0.002750114072114229,0.0025003859773278236,0.002080723876133561,0.001881545060314238,0.021836770698428154,0.05037990212440491,0.038068030029535294,0.007000214420258999,0.0030863098800182343,0.01726721040904522
0.0004885,2668,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2699,0.004411783069372177,0.05926750972867012,0.002618452999740839,0.0024172558914870024,0.002469276776537299,0.0021157562732696533,0.0018429105402901769,0.024880485609173775,0.04691390320658684,0.035331714898347855,0.00756711233407259,0.0034828747157007456,0.016109919175505638,23,,,,,,,,,,,,,
,2749,0.004627405200153589,0.059679366648197174,0.0027300934307277203,0.002367561450228095,0.002632808405905962,0.0019147315761074424,0.0019049542024731636,0.02076668106019497,0.045849453657865524,0.035885948687791824,0.0074136024340987206,0.003186888061463833,0.015746625140309334,23,,,,,,,,,,,,,
,2783,,,,,,,,,,,,,,23,0.0036755388136953115,0.0749945268034935,0.0022349662613123655,0.002154560526832938,0.0023731195833534002,0.0019778269343078136,0.0017432294553145766,0.019999206066131592,0.04945899918675423,0.035379908978939056,0.00689460476860404,0.0025949873961508274,0.016956789419054985
0.000488,2784,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2799,0.004755948670208454,0.058802876621484756,0.002245819428935647,0.0022129749413579702,0.0026002274826169014,0.002143651945516467,0.0019316127290949225,0.020760979503393173,0.044908005744218826,0.035524215549230576,0.007230098359286785,0.002901457715779543,0.01550148893147707,24,,,,,,,,,,,,,
,2849,0.004162874072790146,0.05825212225317955,0.002277158200740814,0.0023889716248959303,0.0023745084181427956,0.00175297271925956,0.0017735373694449663,0.020531034097075462,0.046196162700653076,0.03537818416953087,0.0071226852014660835,0.0028784938622266054,0.015424057841300964,24,,,,,,,,,,,,,
,2899,0.00421766797080636,0.05905407294631004,0.002256966894492507,0.0021764955017715693,0.0027273574378341436,0.0018162280321121216,0.001769617898389697,0.0207079965621233,0.04550949111580849,0.03401971980929375,0.0074227130971848965,0.002836039988324046,0.01537619810551405,24,,,,,,,,,,,,,
,2899,,,,,,,,,,,,,,24,0.005148062016814947,0.07191918790340424,0.0027210316620767117,0.0027255413588136435,0.0030225720256567,0.0026305841747671366,0.002186026657000184,0.020636405795812607,0.052385054528713226,0.037808097898960114,0.00785281602293253,0.003330912906676531,0.01769718900322914
0.0004875,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2949,0.004764276091009378,0.06308753788471222,0.0028814845718443394,0.0028138472698628902,0.0029786094091832638,0.0024992034304887056,0.002371296053752303,0.024804316461086273,0.04782836139202118,0.03655362129211426,0.007484144065529108,0.0038261162117123604,0.016824401915073395,25,,,,,,,,,,,,,
,2999,0.0038929530419409275,0.05490393936634064,0.002140432596206665,0.0021049377974122763,0.0023261592723429203,0.0017394990427419543,0.001649929559789598,0.019400209188461304,0.044032931327819824,0.03486458212137222,0.006617083679884672,0.0027583716437220573,0.014702585525810719,25,,,,,,,,,,,,,
,3015,,,,,,,,,,,,,,25,0.00664462661370635,0.0784994512796402,0.004460902418941259,0.004562955349683762,0.0043705543503165245,0.004131408873945475,0.0042420304380357265,0.021745065227150917,0.05142369121313095,0.03697936609387398,0.009408366866409779,0.005571925546973944,0.019336692988872528
0.000487,3016,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3049,0.005007275380194187,0.06138533726334572,0.00292771402746439,0.0028468873351812363,0.0030662529170513153,0.0026714548002928495,0.00243863626383245,0.02270396240055561,0.048675570636987686,0.038071781396865845,0.007614103611558676,0.003547775326296687,0.01674639619886875,26,,,,,,,,,,,,,
,3099,0.004053936805576086,0.05705136060714722,0.0022502096835523844,0.002227950841188431,0.0022146208211779594,0.0016896699089556932,0.001653016428463161,0.019945619627833366,0.04414140060544014,0.034433748573064804,0.0070430804044008255,0.0027136129792779684,0.014951519668102264,26,,,,,,,,,,,,,
,3131,,,,,,,,,,,,,,26,0.004223797470331192,0.07374855130910873,0.0026133288629353046,0.0029242809396237135,0.0022884781938046217,0.0021529027726501226,0.0028391580563038588,0.019847549498081207,0.04626045376062393,0.03459729999303818,0.007070915307849646,0.003245985833927989,0.01681772619485855
0.0004865,3132,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3149,0.004699286539107561,0.06055684760212898,0.0025857416912913322,0.002437131479382515,0.0025658162776380777,0.002167246537283063,0.002037691418081522,0.022534312680363655,0.044872865080833435,0.036881208419799805,0.007277088705450296,0.0032701294403523207,0.015990445390343666,27,,,,,,,,,,,,,
